Model name;undefined x;undefined y;undefined z;EX_R x;EX_R y;EX_R z;EX_L x;EX_L y;EX_L z;EN_R x;EN_R y;EN_R z;EN_L x;EN_L y;EN_L z;PAS_R x;PAS_R y;PAS_R z;PAS_L x;PAS_L y;PAS_L z;PAI_R x;PAI_R y;PAI_R z;PAI_L x;PAI_L y;PAI_L z;G x;G y;G z;SN x;SN y;SN z;AL_R x;AL_R y;AL_R z;AL_L x;AL_L y;AL_L z;N x;N y;N z;PRN x;PRN y;PRN z;LS x;LS y;LS z;STO x;STO y;STO z;LI x;LI y;LI z;CH_R x;CH_R y;CH_R z;CH_L x;CH_L y;CH_L z;CP_R x;CP_R y;CP_R z;CP_L x;CP_L y;CP_L z;SL x;SL y;SL z;GN x;GN y;GN z;GOL_R x;GOL_R y;GOL_R z;GOL_L x;GOL_L y;GOL_L z;ZY_R x;ZY_R y;ZY_R z;ZY_L x;ZY_L y;ZY_L z;PG x;PG y;PG z;T_R x;T_R y;T_R z;T_L x;T_L y;T_L z;SA_R x;SA_R y;SA_R z;SA_L x;SA_L y;SA_L z;SBA_R x;SBA_R y;SBA_R z;SBA_L x;SBA_L y;SBA_L z;PA_R x;PA_R y;PA_R z;PA_L x;PA_L y;PA_L z;OBS_R x;OBS_R y;OBS_R z;OBS_L x;OBS_L y;OBS_L z;OBI_R x;OBI_R y;OBI_R z;OBI_L x;OBI_L y;OBI_L z;PRA_R x;PRA_R y;PRA_R z;PRA_L x;PRA_L y;PRA_L z;PUP_R x;PUP_R y;PUP_R z;PUP_L x;PUP_L y;PUP_L z;GNA x;GNA y;GNA z;GO2_R x;GO2_R y;GO2_R z;GO2_L x;GO2_L y;GO2_L z;V x;V y;V z;O x;O y;O z;RN_R x;RN_R y;RN_R z;RN_L x;RN_L y;RN_L z;EU2_R x;EU2_R y;EU2_R z;EU2_L x;EU2_L y;EU2_L z;RM_R x;RM_R y;RM_R z;RM_L x;RM_L y;RM_L z;P_L x;P_L y;P_L z
01938_01_ECA.obj;;;;-44.2318;38.926;-32.2549;39.0192;37.0515;-29.8089;-21.7443;37.4617;-30.3017;16.7545;37.0939;-30.084;-33.4527;41.038;-26.3796;29.897;40.2468;-25.6803;-34.5776;34.5175;-28.8934;30.9857;33.5129;-28.1881;0.107061;54.7221;-12.6218;0.0609339;-9.92656;-21.8086;-21.0273;1.07991;-23.8156;18.0265;-0.265304;-22.694;-0.0900108;41.2563;-16.8573;-0.0777785;0.0825505;4.81164E-4;0.0616562;-24.1938;-26.8544;0.018262;-28.2766;-29.5065;-0.0492526;-35.9736;-29.8409;-24.1891;-26.2963;-42.0818;28.2428;-25.3153;-43.0288;-5.34205;-22.9221;-26.6147;5.44513;-23.1303;-27.2487;0.0443122;-41.1824;-37.6838;-0.00686236;-68.0382;-50.693;-58.4515;-26.3832;-110.139;63.2199;-25.3393;-105.633;-53.7626;40.1538;-41.8384;48.9227;38.411;-38.4333;0.103118;-54.8522;-38.1925;-70.0189;36.525;-114.168;73.5371;30.838;-115.889;-80.0168;65.0764;-125.149;86.2048;53.6443;-127.625;-70.6483;-1.97112;-123.422;73.2549;-8.82574;-120.016;-79.6595;39.2513;-146.605;85.4964;35.441;-145.128;-72.5397;51.0508;-108.546;78.1072;46.4952;-110.311;-68.6635;-2.32855;-117.21;71.5395;-8.66938;-114.829;-70.6347;40.5388;-110.713;74.357;36.1623;-110.733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01942_01_ECA.obj;;;;-42.5001;46.8818;-35.9458;42.0289;45.3947;-35.3914;-14.7735;40.9737;-32.2246;13.6255;40.0184;-32.1015;-28.8015;49.8682;-28.0848;28.9408;49.0404;-26.7373;-29.3332;39.837;-32.4749;29.9893;38.4752;-31.0078;-0.0916118;56.4738;-9.94933;0.0581137;-8.83915;-19.1598;-15.963;1.27225;-20.2125;16.0579;1.2837;-20.7749;-0.0518491;43.9872;-13.5959;0.0591427;-0.0858358;-0.0879572;0.0741636;-24.0402;-22.9289;0.0449972;-28.0475;-28.3968;-0.0725844;-35.5056;-28.3395;-22.5949;-23.2466;-40.9707;23.6997;-23.9985;-40.2371;-4.1099;-23.1744;-23.0861;5.48984;-23.0705;-23.0232;0.0127249;-42.8999;-36.109;0.042764;-65.2763;-43.9999;-46.9805;-19.3024;-114.071;51.5676;-19.9936;-113.21;-51.2513;44.3944;-43.3781;54.5108;44.6777;-42.2055;-0.0368793;-52.5882;-34.1493;-67.1276;40.4505;-111.886;71.803;37.3746;-110.231;-78.1112;70.5911;-121.996;86.0006;64.1525;-117.017;-66.5945;10.5488;-122.426;69.3197;6.71894;-117.685;-76.8943;44.4568;-139.739;84.3984;41.6411;-135.865;-71.6384;59.8605;-108.333;76.9141;56.4798;-105.018;-60.7658;15.1927;-115.817;61.3962;10.4716;-111.996;-66.3834;46.6593;-110.805;72.7466;42.2464;-108.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01953_01_ECA.obj;;;;-44.9352;36.7347;-43.1779;46.0275;37.0959;-42.3666;-18.0817;34.8937;-38.2424;18.303;35.5275;-38.0074;-34.2245;40.9765;-35.5975;34.4255;41.4661;-35.3858;-34.0366;32.0611;-37.9686;34.5457;33.28;-37.5129;-0.0407829;53.1199;-15.4843;-0.0537446;-14.8262;-24.359;-19.4226;-2.10896;-25.2736;18.6418;-2.30738;-23.2818;-0.0250305;40.3987;-19.7816;0.0153807;0.0826019;0.0332492;-0.0667736;-27.4353;-25.6109;0.0607289;-31.0818;-31.2371;-0.0166805;-37.1721;-32.2323;-26.6987;-31.9154;-44.7895;27.6082;-29.7321;-43.8184;-7.00378;-25.6906;-25.9713;8.54699;-24.2489;-26.3133;-0.0976972;-44.8476;-39.8335;-0.116901;-72.0935;-51.111;-68.91;-30.8885;-126.63;71.8557;-29.8959;-122.724;-56.6445;37.4957;-50.9366;63.9625;36.9616;-56.0879;0.0826726;-60.8031;-36.342;-78.325;35.6647;-121.184;81.921;34.4884;-121.43;-89.6075;68.5045;-138.413;95.1209;68.3218;-137.165;-83.8104;-1.69152;-133.932;87.7854;0.46498;-127.992;-93.8396;52.2403;-153.943;94.5108;53.3251;-155.957;-82.489;56.6551;-120.714;86.0381;57.0361;-118.383;-76.7104;-1.16161;-126.357;81.2988;0.277491;-123.523;-83.1586;52.9069;-119.624;85.235;50.1454;-117.518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01954_01_ECA.obj;;;;-42.9136;44.0923;-44.3975;40.5786;43.6906;-43.0302;-16.044;40.0996;-40.9638;14.0063;41.1493;-41.2542;-31.3126;47.2123;-37.2138;30.2126;48.1321;-36.9717;-30.9247;37.2954;-40.0128;30.8896;38.5251;-39.1708;0.0113007;62.822;-20.0708;0.0605052;-10.5563;-20.6202;-20.2925;-1.3547;-22.3496;20.5496;-1.81043;-21.5041;0.0320594;45.7075;-24.7232;-0.067206;-0.118148;-0.0608992;-0.0703152;-30.0405;-22.0846;9.28333E-4;-33.8973;-29.663;0.191131;-42.0347;-28.9552;-25.6071;-34.6202;-42.7232;26.7315;-33.6323;-43.1682;-4.66507;-27.4969;-22.0491;6.09275;-27.0256;-22.3196;-0.302557;-53.6638;-38.021;0.00559563;-78.6413;-62.6709;-53.5201;-29.3732;-132.309;56.8379;-24.8331;-128.002;-55.3379;45.3407;-50.6812;53.2493;44.7752;-51.5453;0.0284522;-61.0683;-38.6901;-73.8165;39.2655;-126.505;73.4264;39.8386;-127.009;-86.8191;65.4238;-137.074;87.8476;65.7895;-136.551;-73.0361;8.50114;-129.882;74.5381;7.38797;-128.92;-88.4804;43.8233;-153.846;91.6031;45.9088;-152.922;-78.089;58.6575;-126.095;77.1056;57.554;-123.469;-68.0954;8.28423;-126.964;68.6046;7.35176;-127.361;-76.0966;48.4418;-126.235;75.6985;48.9789;-122.462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01955_01_ECA.obj;;;;-41.8601;35.6535;-42.5441;39.4071;38.0019;-41.2737;-15.8457;32.9675;-37.5569;15.4623;34.5717;-37.6678;-32.0997;41.6701;-34.6675;30.6092;43.1941;-34.477;-32.3485;31.0836;-37.7689;30.3481;32.3756;-36.702;0.0286839;54.0175;-17.7538;-0.0283711;-12.8991;-20.9246;-15.9219;-3.49584;-22.3406;15.9552;-3.14361;-21.6939;0.0455466;41.2049;-21.7872;-0.0777894;-0.14208;0.0151292;0.0109897;-24.8605;-25.4224;0.0180668;-29.2566;-31.5351;0.0823493;-37.2821;-32.823;-21.9107;-29.8944;-43.938;20.7332;-28.4312;-42.2308;-5.2095;-24.4394;-25.9674;4.19138;-24.107;-25.9779;0.0832594;-44.2802;-41.2141;0.0125817;-66.7342;-51.5866;-56.1263;-28.6;-117.048;57.4852;-23.545;-114.827;-54.566;36.9605;-49.9803;51.7933;38.319;-48.9863;-0.0531668;-54.7415;-41.6682;-72.5547;27.6717;-117.181;69.9134;34.3934;-115.025;-86.7295;53.6986;-130.743;83.2069;61.1669;-127.274;-65.5189;0.165303;-120.229;65.608;1.00843;-118.072;-85.8905;31.7874;-145.412;85.0049;39.1944;-140.652;-78.5019;44.3522;-119.256;75.2326;52.6808;-115.491;-64.4478;-0.234876;-121.529;65.6509;0.693681;-117.345;-74.6416;37.8455;-118.279;71.6783;41.9153;-114.764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01958_01_ECA.obj;;;;-41.9746;41.0322;-33.5353;42.5605;39.4766;-33.2662;-16.327;36.9771;-29.462;16.7069;37.6735;-29.5284;-28.554;45.1505;-25.6856;31.5469;44.8866;-24.7728;-30.5528;35.0885;-28.2863;31.7972;34.6181;-27.5877;-0.00435279;54.758;-7.29883;-0.0147307;-6.88669;-19.9097;-17.5034;1.51491;-21.6223;16.6981;1.66522;-22.036;0.0043778;42.7517;-12.3075;-0.102248;0.108532;0.00106882;-0.0461199;-19.2742;-24.8806;0.0151365;-23.6185;-30.395;-0.0317916;-31.9597;-30.7343;-24.1537;-23.8306;-43.8537;24.7274;-24.2645;-43.0571;-6.41751;-17.4402;-24.3149;4.59426;-17.9965;-24.4929;0.0368062;-39.674;-36.831;0.0595273;-66.279;-47.4895;-46.6736;-25.5083;-114.674;49.612;-25.0962;-115.867;-52.8965;42.6844;-41.2337;55.1664;41.4158;-43.6212;0.0754885;-54.661;-36.3935;-69.763;41.818;-113.705;69.2354;32.0436;-116.236;-84.7864;61.4603;-112.81;86.0754;58.818;-120.675;-69.7444;5.30043;-118.271;69.5979;3.19907;-121.053;-87.1505;46.4383;-127.287;85.2619;45.9583;-133.589;-74.849;52.7407;-107.676;78.1781;51.5681;-112.923;-61.5086;8.12856;-115.434;61.4881;4.23984;-119.325;-71.7935;46.1441;-108.878;69.9091;42.6699;-113.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01963_01_ECA.obj;;;;-40.5382;34.0275;-45.0002;41.1437;35.2875;-41.7767;-15.3389;31.6033;-38.4619;14.3311;32.6992;-38.2859;-30.4615;38.5569;-37.6433;28.2333;40.7197;-35.4116;-30.8026;30.1044;-39.9919;29.7017;31.4333;-37.8154;0.0316145;48.2343;-17.7558;-0.0406199;-15.809;-19.0176;-17.9864;-4.58821;-22.8708;18.056;-4.26952;-21.7646;0.0164984;37.5708;-20.2222;-0.0407889;0.0720581;-0.21294;0.117485;-29.6965;-20.4862;0.0402028;-36.0663;-25.6827;0.0133856;-43.6033;-22.9467;-23.9095;-35.6084;-39.8356;25.3823;-35.4565;-38.4312;-8.15844;-27.1005;-21.7088;6.76456;-27.4222;-21.286;-0.0833681;-54.6301;-28.9076;-0.102391;-83.6153;-40.4631;-59.0232;-32.0133;-112.037;64.3059;-33.7693;-112.814;-57.5787;33.3225;-53.132;59.5337;34.1394;-50.7225;-0.0393895;-72.2825;-27.5152;-74.063;27.1954;-122.613;78.1432;32.3903;-117.184;-89.8389;59.8469;-131.911;95.0409;64.6007;-127.02;-74.854;-5.2495;-125.454;83.9857;-2.35714;-118.433;-94.2061;34.8596;-149.093;101.25;45.979;-139.881;-78.7929;49.7925;-120.335;85.1171;61.6836;-116.293;-68.2139;-5.43642;-121.599;75.1374;-4.57516;-115.731;-74.6348;38.0849;-122.039;78.7335;49.746;-117.647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01964_01_ECA.obj;;;;-41.9394;34.4554;-42.4385;46.1688;34.3508;-41.2547;-15.0436;31.3037;-37.3068;19.2039;31.5755;-37.8297;-33.4834;39.1993;-34.4581;35.5735;38.2897;-33.2447;-32.2423;28.6333;-36.8127;36.6101;28.3009;-35.2076;-0.0329884;48.9726;-16.7665;0.13849;-13.07;-19.1151;-15.7005;-4.32192;-21.8779;16.8129;-4.13015;-19.7799;0.0416233;38.6889;-19.3257;-0.0693324;0.0475181;-0.0906396;-0.0474774;-27.3739;-20.3218;-0.0906243;-32.7017;-25.9789;0.0309915;-42.3113;-26.6228;-20.7774;-33.2831;-38.91;24.8274;-34.4825;-37.0041;-6.14711;-26.011;-21.0965;3.61993;-26.0699;-20.2697;0.0603304;-47.9495;-33.9941;-0.175466;-72.9582;-44.8394;-45.1687;-30.0041;-119.278;55.5873;-33.5157;-110.418;-54.1429;35.3067;-55.6444;58.4785;33.9912;-51.2958;-0.0643171;-61.131;-34.6204;-63.2571;28.1039;-118.48;71.9288;30.2298;-116.525;-78.0186;53.239;-126.053;89.7176;49.782;-118.056;-64.5572;-4.58108;-122.913;73.6599;-6.71835;-118.088;-77.2751;34.1225;-145.475;92.8398;37.5563;-136.855;-67.3058;46.7756;-115.598;78.8617;43.5882;-107.827;-56.0271;-5.35529;-119.117;66.3431;-5.85657;-112.671;-65.3879;38.2353;-116.338;76.2075;38.192;-109.124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01965_01_ECA.obj;;;;-42.0555;42.9615;-37.8842;43.3276;41.6303;-35.7634;-17.2867;39.0819;-34.1122;17.516;38.0471;-34.5545;-31.0356;46.8605;-30.7059;32.1135;45.208;-29.4961;-31.9599;36.0496;-32.969;32.8723;34.9497;-32.2748;-0.0570406;54.9529;-10.4645;-0.0701573;-9.64602;-21.6771;-19.8826;-1.41016;-23.9449;16.6625;-1.18261;-22.6414;-0.0687433;41.8686;-15.2612;-0.0759145;-0.151686;-0.108955;-0.0468282;-26.8764;-26.1485;-0.062562;-32.201;-31.1922;-0.0883361;-41.9886;-32.2333;-25.4277;-31.2652;-43.1693;23.5221;-29.1937;-43.036;-4.21426;-25.6586;-25.8908;5.03399;-25.2385;-26.2561;0.0473784;-50.2779;-41.9904;0.0738621;-73.599;-58.186;-59.21;-26.7046;-120.283;59.8997;-26.3321;-117.571;-60.279;46.2065;-48.2963;62.197;41.0734;-47.8082;-0.0596525;-59.3566;-43.4909;-75.2097;40.4432;-118.972;77.9165;32.0816;-116.599;-84.4634;71.7704;-128.675;94.1079;62.8964;-120.001;-80.9292;5.89113;-123.653;82.5486;-3.21414;-115.763;-87.2085;50.9895;-145.5;100.162;41.821;-137.766;-77.6581;65.9175;-115.553;84.1973;54.5808;-111.319;-70.2777;5.99361;-119.45;71.7567;-1.54533;-113.817;-74.7676;52.128;-118.029;80.4936;45.5248;-112.296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01971_01_ECA.obj;;;;-39.3326;39.325;-37.5937;38.8514;37.924;-36.0913;-14.0565;37.515;-34.1235;14.3699;36.9873;-34.4789;-30.1709;43.8107;-31.0765;28.0687;42.5237;-29.6251;-30.6439;34.3957;-33.6262;29.0106;33.1417;-32.3012;0.00141058;58.0244;-14.4571;0.0216765;-10.323;-18.8129;-14.4332;-0.754525;-19.5482;14.0376;-1.04821;-20.1858;0.0483745;41.4617;-19.2168;-0.0442059;-0.0547508;-0.0812315;-0.0988438;-22.2072;-22.4113;-0.0397327;-24.8398;-29.9476;0.0195269;-32.5204;-30.9346;-21.5893;-26.2233;-38.9824;21.635;-26.6495;-40.0363;-4.62111;-20.4805;-22.2335;6.01436;-20.7572;-22.9149;-0.0262644;-38.7725;-36.7826;-0.00346445;-63.5759;-47.4206;-50.5804;-19.8642;-104.892;48.2403;-22.3093;-110.656;-50.786;40.2479;-46.315;52.3495;38.4414;-45.6133;0.0834344;-51.7903;-34.5293;-63.7476;33.2603;-111.113;67.556;32.2304;-111.354;-78.4864;60.2647;-123.897;81.7298;59.3784;-122.615;-64.6769;5.62027;-113.101;66.6157;2.7901;-115.103;-82.5121;45.4555;-135.473;84.7105;44.3835;-135.726;-71.1397;54.3184;-111.636;72.8505;48.6303;-108.974;-59.2795;6.28277;-110.285;60.5491;3.5167;-110.872;-69.8349;47.321;-109.904;71.8857;42.9652;-108.167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01975_01_ECA.obj;;;;-41.9806;42.6125;-37.5125;41.6583;43.9262;-36.3612;-17.3681;36.9632;-32.2861;15.7759;37.9248;-32.0801;-29.79;45.6842;-29.5679;32.948;47.0962;-28.9177;-30.5336;36.1544;-32.323;34.1628;38.7283;-31.2538;0.0980787;55.2826;-11.3941;-0.0290926;-12.3541;-22.8948;-16.514;0.577141;-23.1214;15.3099;2.32142;-22.3232;0.00733181;46.1989;-13.9654;0.0158459;-0.0360545;-0.0890743;-0.0246892;-21.9614;-29.0562;-0.057522;-24.1297;-36.6177;0.10502;-31.4261;-35.9392;-20.9244;-24.0736;-44.2282;21.1535;-23.0011;-42.8243;-5.7243;-20.9498;-29.0007;4.02888;-21.2373;-28.7806;-0.0424288;-38.7348;-43.0824;0.0357947;-60.8851;-53.3523;-60.3947;-13.4941;-114.072;63.8417;-14.8755;-115.714;-50.2984;44.2979;-42.4103;52.3074;45.3869;-42.7262;0.00102727;-49.2062;-43.1686;-65.4662;38.4788;-114.69;65.9362;39.8955;-113.094;-82.2324;66.7022;-119.547;83.1509;66.0685;-127.273;-66.3973;5.45699;-124.086;73.8768;8.10387;-120.127;-82.0329;53.0884;-137.191;87.3062;51.5672;-135.704;-71.2248;53.1728;-107.661;71.5059;56.0107;-102.514;-63.0207;7.00925;-118.69;69.1173;8.64003;-116.552;-69.1155;49.209;-108.91;67.7649;44.8964;-106.914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01978_01_ECA.obj;;;;-40.1576;43.2284;-45.243;41.6738;44.0798;-41.7778;-13.516;37.9976;-40.0093;16.4377;39.3244;-39.8389;-28.4285;44.5922;-37.9581;31.2175;47.0841;-35.8448;-28.8345;37.4887;-40.4413;32.5562;38.6465;-38.0385;-0.068584;54.4973;-18.9956;-0.0253318;-12.4055;-18.1157;-18.7134;-0.869274;-23.5439;19.1091;-1.0904;-22.618;0.0699716;44.787;-19.3269;0.0290321;-0.167898;-0.153863;0.0243514;-27.4736;-22.4819;-0.0590458;-31.5417;-29.0529;0.0493676;-40.4142;-30.7956;-22.9876;-28.4992;-43.6434;23.3822;-28.2196;-41.3859;-5.66019;-26.5042;-23.0216;6.29279;-25.4474;-22.7252;0.00262015;-46.0731;-40.5804;-0.00130902;-67.1155;-51.0555;-47.1489;-19.7032;-126.409;59.8193;-20.5696;-121.741;-54.5484;44.1084;-55.9818;60.8818;45.8003;-56.9369;0.0695471;-55.1165;-40.2238;-68.6329;36.0177;-121.402;75.7462;40.8784;-117.323;-82.8097;59.4191;-136.951;92.6123;63.8672;-126.701;-70.1271;7.60389;-122.469;80.0316;12.2541;-115.998;-86.3159;41.6931;-148.639;96.2676;47.7948;-143.405;-74.5826;51.4583;-122.945;82.4285;59.9799;-117.595;-61.4603;9.12495;-119.558;71.1204;15.6722;-112.736;-72.9162;45.7777;-122.6;81.535;54.7253;-116.845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01979_01_ECA.obj;;;;-44.2144;41.8752;-35.1569;43.1273;40.9469;-35.3187;-17.3255;38.7428;-31.1693;15.859;39.7057;-30.4932;-32.1471;43.7146;-26.373;34.301;44.7985;-25.7577;-32.0397;36.1874;-30.608;33.7144;37.085;-30.7171;-0.0616307;57.9498;-5.99022;0.0822246;-10.2112;-19.2171;-17.6342;-0.981769;-21.2455;17.2812;-2.50428;-20.3967;-0.0014314;42.0681;-13.0365;0.0492678;0.10811;-0.0155411;0.0378247;-26.7513;-23.0677;0.00367548;-31.6632;-31.4478;-0.055337;-40.1611;-30.3665;-26.9591;-31.0355;-42.1449;23.4555;-30.5605;-43.7406;-7.47085;-23.7034;-23.1981;6.93183;-24.8686;-23.9398;0.0617809;-47.3957;-37.359;-0.031923;-79.585;-54.8514;-62.2682;-18.5266;-118.453;60.7596;-26.4354;-113.433;-60.0009;45.191;-44.3758;62.7063;42.3449;-48.3491;0.0720296;-61.9963;-40.707;-76.7417;35.0161;-113.339;78.2674;37.2794;-113.642;-94.511;62.9346;-118.948;96.1839;64.1363;-117.614;-77.4706;5.84282;-117.244;80.5055;7.24866;-113.401;-94.8661;53.5606;-134.467;98.1823;56.5675;-132.487;-80.7382;54.9244;-110.029;82.1064;57.4709;-109.33;-69.8219;6.84235;-113.257;74.1167;9.74983;-111.292;-80.6732;52.1577;-109.449;83.0416;54.9055;-108.686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01983_01_ECA.obj;;;;-43.7391;41.6688;-35.6615;41.7232;40.6775;-32.7797;-19.7241;43.3911;-33.0169;17.941;43.2907;-32.8598;-33.7649;45.6922;-28.6354;32.5466;44.9776;-26.8735;-33.4013;37.9817;-31.9512;31.8871;37.4019;-30.0335;-0.00936694;59.5806;-10.4202;0.0690489;-9.58457;-23.113;-19.763;1.39475;-28.5191;19.0124;0.0309371;-26.5707;0.0682796;45.4109;-11.7901;-0.0390476;0.105173;-0.407799;-0.0710445;-26.1576;-34.7306;-0.0696546;-27.7112;-35.6441;0.0253178;-30.1862;-35.5249;-24.0154;-24.9824;-47.0536;26.2904;-25.4956;-49.0677;-6.42908;-24.1137;-33.7026;4.39722;-24.3639;-33.3959;0.0866281;-44.559;-43.2746;0.0332296;-69.7284;-56.8945;-66.2198;-20.3881;-128.482;68.246;-32.8025;-130.358;-55.3086;44.7056;-45.1631;57.2242;42.0036;-43.5903;0.0157966;-52.3839;-42.6267;-72.4537;41.7136;-123.913;76.9055;35.9875;-125.84;-80.2635;77.9675;-132.595;94.0141;65.4748;-137.247;-72.5768;6.4315;-134.509;78.6259;-4.05069;-134.344;-79.5755;54.704;-155.535;92.5415;46.9506;-155.763;-75.508;67.4321;-119.353;88.217;55.912;-121.047;-70.7298;5.26734;-128.09;75.742;-3.13034;-126.682;-72.4282;52.6552;-121.855;82.8146;46.6515;-124.453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01984_01_ECA.obj;;;;-43.1494;43.1529;-35.9019;42.4867;45.0233;-34.2043;-17.7624;38.1883;-30.2227;17.9945;39.2358;-30.1118;-31.0866;47.3367;-28.2151;32.0802;48.7793;-27.6644;-30.5116;37.6343;-28.5258;33.4728;38.9895;-27.597;-0.0267806;55.7987;-8.3894;0.086143;-9.52312;-19.6704;-16.5817;1.77486;-19.3251;15.5077;2.31623;-19.8094;0.0527495;41.1242;-13.7951;-0.0348475;0.0612144;-0.566189;-0.0219716;-17.2172;-22.8577;-0.00940394;-22.9919;-27.7275;-0.00449364;-32.5404;-28.416;-23.2583;-21.4192;-38.3513;22.4587;-21.1991;-36.0528;-5.14558;-18.0566;-23.5816;4.84614;-17.3206;-22.7358;-0.00200408;-37.2033;-33.8437;-0.0336837;-61.9657;-41.9839;-57.531;-21.0069;-110.224;58.866;-21.3935;-108.493;-55.2982;45.4475;-46.5428;55.6206;45.5776;-45.5036;-0.00169997;-49.6102;-31.1525;-70.0562;38.766;-108.977;72.5515;37.2951;-106.002;-81.3728;66.6899;-119.26;84.7624;64.3885;-112.547;-71.0547;7.31837;-117.278;73.4111;6.13653;-109.553;-82.3291;50.6984;-136.467;87.7205;47.462;-130.862;-75.1634;58.6702;-107.756;77.4317;57.2582;-102.554;-64.731;4.49033;-113.409;67.3258;5.98244;-105.198;-73.3035;49.9642;-108.762;74.6766;48.3341;-104.133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01986_01_ECA.obj;;;;-44.8139;36.6224;-36.6946;40.686;35.3474;-34.7191;-15.8183;35.3091;-34.1388;12.8764;33.9994;-34.2477;-30.0925;42.3739;-27.4795;28.7106;40.1947;-28.0325;-30.1158;31.0075;-31.5552;28.889;29.7054;-31.4052;-0.0464517;54.8165;-12.9372;-0.0745013;-11.4496;-20.7279;-15.6;-4.45834;-18.1417;14.7024;-4.20465;-19.4552;-0.0912411;37.7534;-19.5568;0.0161831;0.0379783;-0.00951402;0.0354224;-24.9288;-23.0689;0.011223;-29.1532;-28.3413;0.0795633;-34.6168;-26.9665;-25.8356;-27.6092;-39.9716;22.5251;-29.2144;-40.0706;-7.23225;-23.1236;-23.1346;6.28013;-23.3025;-23.5079;-0.0455032;-46.0989;-31.1396;0.045162;-70.5617;-44.3853;-51.3687;-28.0201;-110.871;48.5019;-27.4118;-113.409;-56.8276;37.7657;-45.5338;53.7232;34.5905;-45.7965;0.0323624;-58.7001;-31.5717;-71.5218;31.1073;-109.481;66.9516;29.732;-111.935;-85.2743;58.1568;-125.625;82.6753;56.126;-125.38;-69.691;-0.377264;-118.185;64.7723;-0.70254;-119.97;-85.5828;41.1508;-140.527;81.1052;38.7287;-142.44;-78.7394;48.4272;-109.555;74.3778;46.9495;-111.775;-63.0338;2.07952;-111.944;58.8995;1.3453;-113.483;-76.973;42.5299;-108.827;71.1163;38.1966;-112.473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01988_01_ECA.obj;;;;-46.1664;39.4588;-37.2119;44.7423;38.6546;-35.7052;-17.9322;36.9595;-31.9608;17.5982;36.3131;-31.4235;-33.456;43.2972;-27.864;32.8422;42.9715;-28.0588;-33.7733;32.7427;-31.2431;32.6698;33.6637;-30.8042;0.0963957;53.9862;-10.0515;0.0661687;-11.1788;-20.2195;-18.3935;0.794735;-19.7855;17.5909;-1.36287;-20.8918;-0.00768823;38.7301;-15.8414;-0.0611622;-0.00991814;-0.0268108;0.0478081;-26.3617;-23.7631;-0.0535907;-31.5927;-29.6871;-0.0770454;-39.0259;-28.5689;-26.6913;-27.3559;-44.6029;24.2769;-27.8289;-43.6178;-8.65275;-24.0126;-23.1118;7.49946;-24.6792;-24.1342;-0.00798996;-49.1485;-35.266;0.0199492;-74.6284;-49.5455;-50.9358;-29.3126;-115.547;52.6987;-26.005;-116.087;-56.3282;40.9736;-46.7969;58.6188;41.1407;-48.0516;0.0493407;-61.6216;-35.2824;-74.3366;28.544;-112.728;74.271;34.247;-115.405;-85.3617;58.6544;-125.854;89.3792;61.0403;-123.268;-72.7828;-1.52037;-123.096;73.3055;2.39973;-123.944;-86.3275;33.7637;-143.57;89.9003;40.6319;-140.705;-77.9889;48.9867;-113.703;82.4679;53.3114;-112.22;-66.9108;3.58346;-113.977;67.5136;7.20296;-114.703;-72.7949;34.6102;-115.916;78.2;42.5622;-115.677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
